CHOICELIST,,,/CHOICELIST
Branch,013190-KCP GARUT LIMBANGAN,KCPGARULIM,
Branch,013191-KCP GARUT PAMEUNGPEUK,KCPGARUPAM,
Branch,013192-KCP GARUT BUNGBULANG,KCPGARUBUN,
Branch,013193-KCP BANDUNG CIKUTRA,KCPBANDCIK,
Branch,013194-KCP BANDUNG ANTAPANI,KCPBANDANT,
Branch,013195-KCP SUMEDANG CONGGEANG (POS),KCPSUMECON,
Branch,013196-KCP TASIKMALAYA KARANGNUNGGAL,KCPTASIKAR,
Branch,013197-KCP TASIKMALAYA RAJAPOLAH,KCPTASIRAJ,
Branch,013198-KCP CIAMIS RANCAH,KCPCIAMRAN,
Branch,013199-KCP CIAMIS PANGANDARAN,KCPCIAMPAN,
Branch,013200-KC BANDUNG BRAGA,BDGBRAGA,
Branch,013201-KC KARAWANG,KRWIDR,
Branch,013202-KCP PURWAKARTA,PWKIDR,
Branch,013203-KCP BANDUNG PAJAJARAN,BDGPAJAJAR,
Branch,013204-KCP BANDUNG RS HASAN SADIKIN,BDGRSHSSAD,
Branch,013205-KC DAWUAN CIKAMPEK,DAWUANCIKA,
Branch,013206-KCP CIMAHI,CMIIDR,
Branch,013207-KCP BANDUNG PASTEUR,BDGPASTEUR,
Branch,013208-KCP BANDUNG SETIABUDI,BDGSETIABU,
Branch,013209-KK CIKAMPEK GKB PT PUPUK KUJANG,CKPPPKKUJA,
Branch,013210-KK BANDUNG OTISTA,BDGOTISTA,
Branch,013211-KK BAROS LEWIGAJAH,BRSLEWIGJH,
Branch,013212-DO NOT USE,PNKIDR,
Branch,013213-KK BANDUNG CIMINDI,BDGCIMINDI,
Branch,013214-KCP SUBANG,SUBIDR,
Branch,013215-KK BANDUNG SUKAJADI,BDGSUKAJAD,
Branch,013216-KK PADALARANG,PDLIDR,
Branch,013217-KCP JATINANGOR UNIVERSITAS PAJAJ,KCJATINPAD,
Branch,013218-DO NOT USE,KCKARATUPA,
Branch,013219-KC LEMBANG,KCLEMBANG,
Branch,013220-KC BANDUNG PASAR BARU,BNDGPSBIDR,
Branch,013221-DO NOT USE,KCKARAKOS,
Branch,013222-KC SUKABUMI SUDIRMAN,KCSUKASUDI,
Branch,013223-KCP SUKABUMI AHMAD YANI,KCSUKAYAN,
Branch,013224-KCP CIPANAS,KCPCIPANAS,
Branch,013225-KCP CIANJUR,KCPCIANJUR,
Branch,013226-KCP CICURUG,KCPCICURUG,
Branch,013227-KCP CIANJUR COKROAMINOTO,KCCIANCOK,
Branch,013228-KK PELABUHAN RATU,KKPELRATU,
Branch,013229-KCP CIBADAK,KCPCIBADAK,
Branch,013230-KCP BANDUNG KOPO PANJUNAN,KCPBDGPJN,
Branch,013231-KK BANDUNG SETRASARI PLAZA,BDGSSARIPL,
Branch,013232-DO NOT USE,KKKRWGGMAS,
Branch,013233-DO NOT USE,KCPPURWSUD,
Branch,013234-KK BANDUNG BANDARA HUSEIN SASTRA,KCPBDHSSTN,
Branch,013257-KCP SUMEDANG JATINANGOR,KCPSMDJTNG,
Branch,013261-KCP CIANJUR CIBEBER (POS),KCPCIANCIB,
Branch,013262-KCP KARAWANG BATUJAYA,KCPKARABAT,
Branch,013263-KCP SUBANG CIPEUNDEUY,KCPSUBACIP,
Branch,013264-KCP BANDUNG CILILIN,KCPBNDCILI,
Branch,013265-KCP KARAWANG LAMARAN,KCPKARALAM,
Branch,013266-KCP CIANJUR SUKANEGARA,KCPCIANSUK,
Branch,013267-KCP SUKABUMI SAGARANTEN,KCPSUKASAG,
Branch,013268-KCP SUBANG PUSAKANEGARA,KCPSUBAPUS,
Branch,013269-KCP CIKAMPEK TRADE CENTER,KCPCIKATRA,
Branch,013270-KCP KARAWANG JATISARI (POS),KCPKARAJAT,
Branch,013271-KCP KARAWANG JOHAR,KCPKARAJOH,
Branch,013272-KCP RENGASDENGKLOK (POS),KCPRENGASD,
Branch,013273-KCP SUKABUMI SURADE,KCPSUKASUR,
Branch,013274-KCP CIANJUR PASIR HAYAM,KCPCIANHAY,
Branch,013275-KCP BANDUNG BATUJAJAR,KCBANBATU,
Branch,013276-KCP SUBANG CIASEM,KCSUBACIAS,
Branch,013277-KCP SUBANG KALIJATI,KCSUBAKALI,
Branch,013278-KCP KARAWANG TELAGASARI,KCKARATELA,
Branch,013279-KCP SUMEDANG TANJUNGSARI,KCSUMETANJ,
Branch,013280-KCP SUBANG JALAN CAGAK,KCSUBJLCAG,
Branch,013281-KCP SUKABUMI CIKEMBAR,KCSUKACIKE,
Branch,013282-KCP CIANJUR CIRANJANG,KCCIANCIR,
Branch,013283-KCP KARAWANG CILAMAYA,KCKARACILA,
Branch,013284-KCP KARAWANG LEMAHABANG,KCKARALEMA,
Branch,013285-KCP SUBANG PAGADEN,KCSUBAPAGA,
Branch,013286-KCP SUBANG OTISTA,KCSUBAOTIS,
Branch,013287-KCP SUKABUMI PARUNGKUDA,KCSUKAPARU,
Branch,013288-KCP CIANJUR WARUNG KONDANG,KCCIAWARDA,
Branch,013289-KCP PURWAKARTA SADANG,KCPURSADA,
Branch,013290-KCP PURWAKARTA PLERED,KCPPURWPLE,
Branch,013291-KCP BANDUNG PASAR ANYAR,KCBANPASNY,
Branch,013292-KCP BANDUNG CILEUNYI,KCBANCILEU,
Branch,013293-KCP PURWAKARTA WANAYASA,KCPPURWWAN,
Branch,013294-KCP RAJAMANDALA,KCPRAJAMAN,
Branch,013295-KCP CIMAHI CISANGKAN,KCPCIMACIS,
Branch,013296-KCP BANDUNG PARONGPONG,KCPBANDPAR,
Branch,013297-KCP PURWAKARTA PASAWAHAN,KCPPURWPAS,
Branch,013298-KCP BANDUNG CIKALONG,KCPBNDCIKA,
Branch,013299-KCP PASAR CARINGIN,KCPPASACAR,
Branch,013300-KC BOGOR JUANDA,BGRJUANDA,
Branch,013301-KCP BOGOR KAPTEN MUSLIHAT,BGRKPTMUSL,
Branch,013302-KCP BOGOR SURYAKENCANA,BGRSRYKENC,
Branch,013303-KC SUKABUMI SUDIRMAN,SBISUDIRMN,
Branch,013304-KCP SUKABUMI AHMAD YANI,SBIAYANI,
Branch,013305-KCP CIPANAS,CPAIDR,
Branch,013306-KCP CIANJUR,CNJIDR,
Branch,013307-KCP CIBINONG,CBIIDR,
Branch,013308-KK BOGOR WARUNG JAMBU,BGRWRGJAMB,
Branch,013309-KCP CICURUG,CCRIDR,
Branch,013310-KK BOGOR TAJUR,BGRTAJUR,
Branch,013311-KK CIANJUR COKROAMINOTO,CNJCOKROMI,
Branch,013312-KCP PELABUHAN RATU,PLRIDR,
Branch,013313-KK BOGOR PAJAJARAN,BGRPAJAJAR,
Branch,013314-KC CIBADAK,KCCIBADAK,
Branch,013315-KC BOGOR PASAR ANYAR,KCBOGORPAS,
Branch,013316-KC BOGOR CILUAR,BGRCLRIDR,
Branch,013317-KC BOGOR SALEH ISKANDAR,BGRSLHISDR,
Branch,013318-KK BOGOR KAMPUS IPB DARMAGA,KKBOGORIPB,
Branch,013319-KK BOGOR SENTUL CITY,KKBOGORSEN,
Branch,013320-KCP CITEUREUP,KCCITEUREU,
Branch,013321-KCP CILEUNGSI,KCPCILEUNG,
Branch,013322-KCP CIBUBUR KOTA WISATA,KKCIBUBUR,
Branch,013323-KCP VILLA NUSA INDAH,KCVILNUSIN,
Branch,013324-KK BOGOR NIRWANA RESIDENCE,KKBOGORNIR,
Branch,013325-KK CIBINONG MAYOR OKING,KKCIBMAYOK,
Branch,013326-KK BOGOR ATC PARUNG,KKBOGORATC,
Branch,013375-KCP BOGOR GUNUNG SINDUR,KCPBOGUNSI,
Branch,013376-KCP BOGOR GUNUNG PUTRI,KCBOGUNPUT,
Branch,013379-KCP BOGOR CIGOMBONG,BOGORCIGOM,
Branch,013380-KCP BOGOR CISARUA,BOGORCISAR,
Branch,013381-KCP JONGGOL,JONGGOL,
Branch,013382-KCP BOGOR BOJONG GEDE,BOGORBOJON,
Branch,013383-KCP DRAMAGA,KCPDRAMAGA,
Branch,013384-KCP LEUWILIANG,KCPLEUWILI,
Branch,013385-KCP BOGOR CIAWI,KCPBOGORCI,
Branch,013386-KCP BOGOR CIOMAS,KCPBGRCIOM,
Branch,013387-KCP CIBINONG PURI NIRWANA,KCPCIBINON,
Branch,013388-KCP BOGOR SALABENDA,KCPBOGOSAL,
Branch,013389-KCP BOGOR BABAKAN MADANG,KCPBOGOBAM,
Branch,013400-KC CIREBON YOS SUDARSO,CRBYOSSUDA,
Branch,013401-KCP CIREBON JALAN KANTOR,CRBJLNKTR,
Branch,013402-KCP CIREBON SILIWANGI,CRBSILIWAN,
Branch,013403-KCP INDRAMAYU PANJAITAN,IMYPANJAIT,
Branch,013404-KCP CIREBON TEGALWANGI,CRBTGLWANG,
Branch,013405-KCP CIREBON CIREMAI,CRBNCRMAI,
Branch,013406-KCP JATIBARANG,JTBIDR,
Branch,013407-KCP KUNINGAN,KNGIDR,
Branch,013408-KCP MAJALENGKA KADIPATEN,MJLKADIPAT,
Branch,013409-KK CIREBON PLERED,CRBPLERED,
Branch,013410-KC CIREBON ARJAWINANGUN,KCCIREBONA,
Branch,013411-KC CIREBON CILEDUG,KCCIREBONC,
Branch,013412-KK MAJALENGKA RAJAGALUH,KKMAJALRAJ,
Branch,013413-KCP MAJALENGKA JATIWANGI,KCPMJLKJTW,
Branch,013414-KCP INDRAMAYU KARANGAMPEL,IMYKRGAMPL,
Branch,013475-KCP INDRAMAYU PASAR DAERAH,INDRAMAYUP,
Branch,013476-KCP KUNINGAN PASAR KEPUH,KUNINGANPA,
Branch,013477-KCP CIREBON SUMBER,CIREBONSUM,
Branch,013478-KCP CIREBON CIGASONG MAJALENGKA,CIREBONCIG,
Branch,013479-KCP CIREBON KUNINGAN CIAWIGEBANG,CIREBONKUN,
Branch,013480-KCP CIREBON PATROL,CIREBONPAT,
Branch,013481-KCP MAJALENGKA TALAGA,MAJALENGKA,
Branch,013482-KCP CIREBON CELANCANG,KCPCIRECEL,
Branch,013483-KCP CIREBON SINDANG LAUT,KCPCIRESIN,
Branch,013484-KCP PASAR JATIWANGI MAJALENGKA (,KCPPASAMAJ,
Branch,013485-KCP KUNINGAN CILIMUS,KCPKUNICIL,
Branch,013486-KCP CIREBON PATROL,CIREBONPA6,
Branch,013487-KCP MAJALENGKA CIKIJING,KCPMJLKCKJ,
Branch,013491-KCP INDRAMAYU HAURGEULIS,KCPIDRHGL1,
Branch,013492-KCP INDRAMAYU HAURGEULIS,KCPIDRHGLS,
Branch,013500-KC SEMARANG PEMUDA,SMGPEMUDA,
Branch,013501-KCP SEMARANG KEPODANG,SMGKEPODAN,
Branch,013502-KCP SEMARANG PANDANARAN,SMGPANDANA,
Branch,013503-KCP SEMARANG AHMAD YANI,SMGBANGKON,
Branch,013504-KCP SEMARANG RS KARIADI,SMGKARIADI,
Branch,013505-KK SEMARANG PATRAJASA,SMGPATRAJS,
Branch,013506-KC KUDUS,KDSIDR,
Branch,013507-KCP JEPARA,JPAIDR,
Branch,013508-KCP SALATIGA,SLTIDR,
Branch,013509-KCP SEMARANG GEDUNG TELKOM,SMGGDTELKM,
Branch,013510-KCP BLORA,BLAIDR,
Branch,013511-KK SEMARANG SRONDOL,SMGSRONDOL,
Branch,013512-KCP CEPU,CPUIDR,
Branch,013513-KCP SEMARANG MAJAPAHIT,SMGMAJAPAH,
Branch,013514-KK KUDUS ALUN-ALUN,KDSALUALUN,
Branch,013515-KK REMBANG,KKREMBANG,
Branch,013516-KC DEMAK,KCDEMAK,
Branch,013517-KCP LASEM,KCLASEM,
Branch,013518-KCP JUWANA,KCJUWANA,
Branch,013519-KK SEMARANG SOEKARNO HATTA,KKSMGSUTA,
Branch,013521-KCP PATI,PTIIDR,
Branch,013522-KCP SEMARANG KALIGAWE,SEMARANGKA,
Branch,013523-KK SEMARANG SUARA MERDEKA,KKSMGSUMER,
Branch,013524-KCP SEMARANG GAYAMSARI,KCPSEMGAYA,
Branch,013527-KCP SEMARANG MT HARYONO,SMGMTIDR,
Branch,013564-KC SEMARANG PEMUDA,SMGPEMU64,
Branch,013575-KCP GROBOGAN,KCPGROBOGA,
Branch,013576-KCP SEMARANG BRINGIN,SEMARANGBR,
Branch,013577-KCP KARANGGEDE,KARANGGEDE,
Branch,013578-KCP KUDUS GEBOG,KUDUSGEBOG,
Branch,013579-KCP PATI TAYU,PATITAYU,
Branch,013580-KCP BLORA RANDU BLATUNG,BLORARANDU,
Branch,013581-KCP REMBANG SEDAN,REMBANGSED,
Branch,013582-KCP DEMAK MRANGGEN,DEMAKMRANG,
Branch,013583-KCP SEMARANG GENUK,KCSMRGGENU,
Branch,013584-KCP KARABAN,KCPKARABAN,
Branch,013585-KCP TRANGKIL,KCPTRANGKI,
Branch,013586-KCP UNDAAN,KCPUNDAAN,
Branch,013587-KCP PATI SUDIRMAN (POS),KCPPATISUD,
Branch,013588-KCP PASAR JOHAR,KCPPASAJOH,
Branch,013589-KCP PASAR PAGI SALATIGA,KCPPASAGIS,
Branch,013590-KCP PASAR BINTORO,KCPPASABIN,
Branch,013591-KCP DEMAK DEMPET,KCPDEMADEM,
Branch,013592-KCP REMBANG SULANG,KCPREMBSUL,
Branch,013593-KCP JEPARA KELING,KCPJEPAKEL,
Branch,013595-KCP KETILENG,KCPKETILEN,
Branch,013596-KCP BLORA JEPON,KCPBLORJEP,
Branch,013597-KCP WIROSARI,KCPWIROSAR,
Branch,013598-KCP BLORA KUNDURAN,KCPBLORKUN,
Branch,013599-KCP REMBANG KRAGAN,KCPREMKRAG,
Branch,013600-KC SEMARANG PAHLAWAN,SMGPAHLAWA,
Branch,013601-KCP SEMARANG MPU TANTULAR,SMGMPUTANT,
Branch,013602-KCP PURWODADI,PDPIDR,
Branch,013603-KCP SEMARANG CANDI BARU,SMGCANDIBR,
Branch,013604-KCP SEMARANG SUGIYOPRANOTO,SMGSUGIYOP,
Branch,013605-KCP UNGARAN,UNRIDR,
Branch,013606-KCP PARAKAN,PRKIDR,
Branch,013607-KC MAGELANG,MGLIDR,
Branch,013608-KCP KUTOARJO,KTAIDR,
Branch,013609-KCP MUNTILAN,MTLIDR,
Branch,013610-KCP WONOSOBO,WNBIDR,
Branch,013611-KK SEMARANG KAWASAN INDUSTRI CAN,SMGKAWASAN,
Branch,013612-KCP WELERI,WLRIDR,
Branch,013613-KK MAGELANG A. YANI,MGLAYANI,
Branch,013614-KCP TEMANGGUNG,TMGIDR,
Branch,013615-KK SEMARANG GANG PINGGIR,SMGGANGPIN,
Branch,013616-KK SEMARANG MT HARYONO,SMGMTHARYO,
Branch,013617-KK SEMARANG UNDIP,SMGUNDIP,
Branch,013618-KC AMBARAWA,KCAMBARAWA,
Branch,013619-KC SEMARANG NGALIYAN,KCSEMARANG,
Branch,013620-KCP PURWOREJO,PURWOREJO,
Branch,013621-KCP SEMARANG KEDUNGMUNDU,SEMARANGKE,
Branch,013622-SEMARANG PURI ANJASMORO,KCPSEMPUTA,
Branch,013623-KK SEMARANG BANYUMANIK,KKSMGBANYU,
Branch,013624-KK SEMARANG UNGARAN,KKSEMARUNG,
Branch,013625-KCP SEMARANG PAMULARSIH,KCPSEMPAMU,
Branch,013626-KCP SEMARANG SISINGAMANGARAJA,KCPSMGSISI,
Branch,013627-KCP KENDAL SOEKARNO HATTA,KCDNKENSOT,
Branch,013628-KCP SALATIGA,KCPSALATG,
Branch,013674-KCP KENDAL ROWOSARI,KCPKENROWO,
Branch,013675-KCP KENDAL,KENDAL,
Branch,013676-KCP SEMARANG BANDUNGAN,SEMARANGBA,
Branch,013677-KCP KENDAL BOJA,KENDALBOJA,
Branch,013678-KCP KENDAL SUKOREJO,KENDALSUKO,
Branch,013679-KCP MAGELANG GRABAG,MAGELANGGR,
Branch,013680-KCP GROBOGAN GODONG,KCPGROBGOD,
Branch,013681-KCP WONOSOBO KERTEG,WONOSOBOKE,
Branch,013682-KCP MERTOYUDAN,KCPMERTOYU,
Branch,013683-KCP PASAR BOROBUDUR,KCPPASABOR,
Branch,013684-KCP SALAMAN,KCPSALAMAN,
Branch,013685-KCP KUTOWINANGUN (POS),KCPKUTOWIN,
Branch,013686-KCP SAMPANGAN,KCPSMPANGA,
Branch,013687-KCP KARANGJATI,KCPKRAJATI,
Branch,013688-KCP KALIWUNGU,KCPKALIWUN,
Branch,013689-KCP SEMARANG GUNUNG PATI,KCPSEMAGUN,
Branch,013690-KCP KENDAL PEGANDON,KCPKENDPEG,
Branch,013691-KCP PURWODADI DIPONEGORO,KCPPURWDIP,
Branch,013692-KCP TEMANGGUNG KRANGGAN (POS),KCPTEMAKRA,
Branch,013693-KCP SAPURAN,KCPSAPURAN,
Branch,013694-KCP KALIWIRO,KCPKALIWIR,
Branch,013695-KCP SEMARANG MIJEN,KCPSEMMIJE,
Branch,013696-KCP KENDAL CEPIRING,KCKENCIPIR,
Branch,013697-KCP MAGELANG TEGALREJO,KCPMAGELTE,
Branch,013698-KCP MAGELANG SECANG,KCPMAGSECA,
Branch,013699-KCP SEMARANG MANYARAN,KCPSEMMANY,
Branch,013700-KC YOGYAKARTA SUDIRMAN,YOGSUDIRMA,
Branch,013701-KCP YOGYAKARTA WISMA PU,YOGWISMAPU,
Branch,013702-KCP YOGYAKARTA DIPONEGORO,YOGDIPONEG,
Branch,013703-KCP YOGYAKARTA KATAMSO,YOGKATAMSO,
Branch,013704-KCP YOGYAKARTA UGM,YOGUGM,
Branch,013705-KK YOGYAKARTA GEDUNG MAGISTER UG,YOGGDMMUGM,
Branch,013706-KK YOGYAKARTA SURYOTOMO,YOGSURYOTO,
Branch,013707-KK YOGYAKARTA R.S. SARDJITO,YOGSARDJIT,
Branch,013708-KCP YOGYAKARTA GEJAYAN,YOGGEJAYAN,
Branch,013708-KCP YOGYAKARTA UNY,KCPYOGYUNY,
Branch,013709-KK YOGYAKARTA AHMAD DAHLAN,YOGAHMDAH1,
Branch,013710-KK YOGYAKARTA KALIURANG,YOGKALIUNG,
Branch,013711-KK YOGYAKARTA UNIVERSITAS ISLAM,YOGYAKARTA,
Branch,013712-KC WATES,KCWATES,
Branch,013713-KC WONOSARI,KCWONOSARI,
Branch,013714-KC YOGYAKARTA KOTAGEDE,YOGYAKOTAG,
Branch,013715-YOGYAKARTAHOSCOKROAMINOTO,YGYHOS,
Branch,013716-KK YOGYAKARTA SINDUADI,YOGYASINDU,
Branch,013717-KK YOGYAKARTA BABARSARI,KKYOGYABAB,
Branch,013720-KK YOGYAKARTA STIE YKPN,YOGSTIEYKP,
Branch,013721-KCP YOGYAKARTA GODEAN,KCPYOGODEN,
Branch,013721-KK YOGYAKARTA MALIOBORO,YOGMALIOBO,
Branch,013722-KCP YOGYAKARTA KUSUMANEGARA,KCPYOGKUS,
Branch,013723-KK YOGYAKARTA PARANGTRITIS,KKYOGPARAN,
Branch,013724-KK YOGYAKARTA STIE YKPN,YOGSTIEYK4,
Branch,013731-KK SLEMAN,SMNIDR,
Branch,013741-KK BANTUL,BTLIDR,
Branch,013775-KCP PIYUNGAN,PIYUNGAN,
Branch,013776-KCP YOGYAKARTA AMIR PATTINAMA,YOGYAAMIR,
Branch,013777-KCP GAMPING,GAMPING,
Branch,013778-KCP YOGYAKARTA IMOGIRI,YOGYAALMO,
Branch,013779-KCP SLEMAN KALASAN,SLEMANKALA,
Branch,013780-KCP YOGYAKARTA PASAR BERINGHARJO,KCPYOGYPSR,
Branch,013781-KCP YOGYAKARTA PASAR TEMPEL,KCPYOGTEMP,
Branch,013782-KCP YOGYAKARTA PASAR TAJEM,KCPYOGPSRT,
Branch,013783-KCP YOGYAKARTA PASAR TEMON,KCPYOGMON,
Branch,013784-KCP YOGYAKARTA PASAR SENTOLO,KCPYOGSENT,
Branch,013785-KCP YOGYAKARTA PRAWIROTAMAN,KCPYOGPRA,
Branch,013786-KCP YOGYAKARTA POS BANTUL (POS),KCPYOGPOSB,
Branch,013787-KCP KARANGMOJO (POS),KCPKARAMOJ,
Branch,013788-KCP SLEMAN PAKEM,KCPSLEMPAK,
Branch,013789-KCP GUNUNGKIDUL PLAYEN,KCPGUNPLAY,
Branch,013790-KCP SLEMAN CEBONGAN,KCPSLEMCEB,
Branch,013791-KCP KULONPROGO PENGASIH,KCPKULONPE,
Branch,013792-KCP SLEMAN REJODANI,KCPSLEREJO,
Branch,013793-KCP BANTUL SRANDAKAN,KCPBANSRAN,
Branch,013800-KC SOLO SRIWEDARI,SLOSRIWEDA,
Branch,013801-KCP SOLO PURWOTOMO,SLOPURWOTO,
Branch,013802-KCP KLATEN,KLTIDR,
Branch,013803-KCP SOLO SLAMET RIYADI,SLOSLAMETR,
Branch,013804-KCP SOLO PASAR KLEWER,SLOPSRKLEW,
Branch,013805-KK PALUR,SLOPALUR,
Branch,013806-KCP BOYOLALI,BYIIDR,
Branch,013807-KCP SOLO BARU,SLOBARU,
Branch,013808-KCP SOLO ADI SUCIPTO,SOLORSODR,
Branch,013809-KC DELANGGU,KCDELANGGU,
Branch,013810-KC KARANGANYAR,KCKARANGAN,
Branch,013811-KCP SRAGEN,SRAIDR,
Branch,013812-KK KARTOSURO,KRSIDR,
Branch,013813-KC SUKOHARJO,KCSUKOHARJ,
Branch,013814-KCP SOLO PASAR LEGI,SOLOPASAR,
Branch,013815-KCP SOLO SINGOSAREN,SOLOSINGOS,
Branch,013821-KK WONOGIRI,WNGIDR,
Branch,013822-KCP SOLO URIP SUMOHARJO,KCPSOLOSUM,
Branch,013823-KK SOLO NUSUKAN,KKSOLONUSU,
Branch,013824-KK SOLO BARU RAYA,KKSOLOBARU,
Branch,013825-KCP SOLO GEMOLONG,KCPSOLGEMO,
Branch,013826-KK SOLO UNIVERSITAS SEBELAS MARE,KKSOLOUNS,
Branch,013827-KCP SOLO VETERAN,KCPSOLOVET,
Branch,013875-KCP KLATEN PASAR PEDAN,KLATENPASA,
Branch,013876-KCP BATURETNO,BATURETNO,
Branch,013877-KCP PRAMBANAN,PRAMBANAN,
Branch,013878-KCP SRAGEN GEMOLONG,SRAGENGEMO,
Branch,013879-KCP KARANG PANDAN,KARANGPAND,
Branch,013880-KCP SOLO NUSUKAN,SOLONUSUKA,
Branch,013881-KCP KLATEN JATINOM,KLATENJATI,
Branch,013882-KCP SOLO MOJOSONGO,SOLOMOJOSO,
Branch,013883-KCP SOLO COLOMADU,SOLOCOLOMA,
Branch,013884-KCP BOYOLALI SIMO,KCPSIMO,
Branch,013885-KCP CAWAS,KCPCAWAS,
Branch,013886-KCP JATISRONO,KCPJATISRO,
Branch,013887-KCP BATUJAMUS,KCPBATUJAM,
Branch,013888-KCP TAWANGSARI,KCPTAWANGS,
Branch,013889-KCP SUKOHARJO MAKAMHAJI,KCPSUKOMAK,
Branch,013890-KCP GONDANG (POS),KCPGONDANG,
Branch,013891-KCP WONOGIRI PURWANTORO,KCPWONOGIR,
Branch,013892-KCP WEDI KLATEN,KCPWEDIKLA,
Branch,013893-KCP PRACIMANTORO,KCPPRACIMA,
Branch,013894-KCP NGADIROJO,KCPNGADIRO,
Branch,013895-KCP BEKONANG,KCPBEKONAN,
Branch,013896-KCP SUKOHARJO DALEMAN,KCPSUKODAL,
Branch,013897-KCP SRAGEN MASARAN,KCPSRAGMAS,
Branch,013898-KCP KLATEN JUWIRING,KCPKLAJUWI,
Branch,013900-KC TEGAL ARIF RAHMAN HAKIM,TGLARIFRAH,
Branch,013901-KCP TEGAL SUDIRMAN,TGLSUDIRMA,
Branch,013902-KC PURWOKERTO,PWTIDR,
Branch,013903-KC CILACAP,CLPIDR,
Branch,013904-KCP PEKALONGAN HAYAM WURUK,PKLHAYAMWU,
Branch,013905-KC PEKALONGAN IMAM BONJOL,PKLIMAMBON,
Branch,013906-KCP PEMALANG,PMLIDR,
Branch,013907-KK PEKALONGAN ALUN-ALUN,PKLNGIDR,
Branch,013908-KCP BREBES,BRBIDR,
Branch,013909-KCP BANJARNEGARA,BJNIDR,
Branch,013910-KK PURWOKERTO UNSUD,PWTUNSUD,
Branch,013911-KCP CILACAP KROYA,KCPCILKROY,
Branch,013912-KCP TEGAL BANJARAN ADIWERNA,TGLBJRADIW,
Branch,013913-KCP CILACAP GATOT SUBROTO,CILACAPGAT,
Branch,013914-KC KEBUMEN,KCKEBUMEN,
Branch,013915-KCP BUMIAYU,BUMIAYU,
Branch,013916-KK BATANG SUDIRMAN,KKBATANGSU,
Branch,013917-KK PEKALONGAN WIRADESA,KKPEKAWIRA,
Branch,013920-KK CILACAP MAOS,CLPMAOS,
Branch,013921-KCP PURBALINGGA,PBGIDR,
Branch,013922-KK PURWOKERTO PASAR WAGE,KKPURWOKER,
Branch,013923-KK SLAWI SUDIRMAN,KKSLAWISUD,
Branch,013931-KCP GOMBONG,GBGIDR,
Branch,013933-KCP MAJENANG,MAJENANG,
Branch,013967-KCP TEGAL BOJONG,KCPTGLBOJO,
Branch,013970-KCP KARANGANYAR KEBUMEN,KCPKARKEBU,
Branch,013973-KCP BATANG BAWANG,KCPBATABAW,
Branch,013974-KCP PETARUKAN,KCPPETARUK,
Branch,013975-KCP BATANG,BATANG,
Branch,013976-KCP COMAL,COMAL,
Branch,013977-KCP KETANGGUNGAN,KCPKETANGG,
Branch,013978-KCP RANDUDONGKAL,KCPRANDUDO,
Branch,013979-KCP AJIBARANG,KCPAJIBARA,
Branch,013980-KCP SOKARAJA,KCPSOKARAJ,
Branch,013981-KCP BOBOTSARI,KCPBOBOTSA,
Branch,013982-KCP BANYUMAS,KCPBANYUMA,
Branch,013983-KCP PEKALONGAN KEDUNGWUNI,KCPEKAKEDU,
Branch,013984-KCP BANYUMAS WANGON,KCPBANYUWA,
Branch,013985-KCP BATANG LIMPUNG,KCPBATANGL,
Branch,013986-KCP BANYUMAS SUMPIUH,KCPBANYUSU,
Branch,013987-KCP BREBES JATIBARANG,KCPBREBESJ,
Branch,013988-KCP BANYUMAS CILONGOK,KCPBANYUCI,
Branch,013989-KCP TEGAL SLAWI,KCPTEGALAI,
Branch,013990-KCP PURWOKERTO KULON,KCPPURWOKO,
Branch,013991-KCP KAJEN,KCPKAJEN,
Branch,013992-KCP MARGASARI,KCPMARGASA,
Branch,013993-KCP LOSARI,KCPLOSARI,
Branch,013994-KCP SURADADI (POS),KCPSURADAD,
Branch,013995-KCP MANDIRAJA,KCPMANDIRA,
Branch,013996-KCP SIDAREJA,KCPSIDAREJ,
Branch,013997-KCP KAWUNGANTEN (POS),KCPKAWUNGA,
Branch,013998-KCP BANDARSIDAYU (POS),KCPBANDARS,
Branch,013999-KCP BELIK,KCPBELIK,
Branch,014000-KC SURABAYA NIAGA,SBYNIAGA,
Branch,014001-KCP SURABAYA JEMBATAN MERAH,SBYJEMBM,
Branch,014002-KCP SURABAYA STASIUN KOTA,SBYSTAKOTA,
Branch,014003-KCP SURABAYA KEMBANG JEPUN,SBYKBJEPUN,
Branch,014004-KCP SURABAYA PAHLAWAN,SBYPAHLAWA,
Branch,014005-KCP SURABAYA INDRAPURA,SBYINDRAPR,
Branch,014006-KK SURABAYA KAPASAN,SBYKAPASAN,
Branch,014007-KCP SURABAYA INDRAGIRI,SBYARTIMBR,
Branch,014008-KCP SURABAYA TANJUNGPERAK,SBYTANJP,
Branch,014009-KCP SURABAYA KUSUMA BANGSA,SBYKSMBANG,
Branch,014010-RELOKASI JADI 17800,GSKIDR,
Branch,014011-KK GEDUNG UTAMA SEMEN GRESIK,GSKSEMENGR,
Branch,014012-KCP SURABAYA PELINDO PLACE,SBYPELHTJG,
Branch,014013-KCP TUBAN,TBNIDR,
Branch,014014-KK SURABAYA MARGOREJO,SBYMARGORE,
Branch,014015-KCP BOJONEGORO,BJGIDR,
Branch,014016-KCP LAMONGAN,LMGIDR,
Branch,014017-KK SURABAYA UNIKA WIDYA MANDALA,SBYUNIKAWI,
