CHOICELIST,,,/CHOICELIST
Branch,014018-KK SBY KAPAS KRAMPUNG,SBYKAPASKR,
Branch,014019-KK SBY KEDUNGDORO,SBYKEDUNGD,
Branch,014020-KK SURABAYA PERTAMINA JAGIR,SBYPTMJAGI,
Branch,014021-KK SURABAYA PASAR TURI,SBYPSRTURI,
Branch,014022-KK SURABAYA UNDAAN,SBYUNDAAN,
Branch,014023-KK SURABAYA PT.PAL,SBYPAL,
Branch,014024-KCP GRESIK KOTA BARU,GRESKOTBAR,
Branch,014025-KK SURABAYA JALAN SEMARANG,KKSBYJLSMG,
Branch,014026-KK GRESIK PETROKIMIA,KKGRESIKPE,
Branch,014027-KK TUBAN SEMEN GRESIK,KKTUBANSGK,
Branch,014028-KCP SURABAYA KH MAS MANSYUR,KKSBYSKOMP,
Branch,014029-KK SURABAYA ITC MEGA GROSIR,KKSURABAYA,
Branch,014030-KK LAMONGAN RAYA BABAT,KKLAMONRAY,
Branch,014031-KCP SURABAYA KLAMPIS,KCPSBYKLAM,
Branch,014032-KCP SURABAYA PAKUWON CITY,KCPSBYPKWN,
Branch,014033-KCP SURABAYA GEDUNG SAMPOERNA,KCPSBYGDSA,
Branch,014034-KCP SURABAYA MULYOSARI,KCPMLYSR,
Branch,014035-KCP PAMEKASAN,PAMEKASAN,
Branch,014036-KK LAMONGAN RAYA BABAT,KKLAMONRA6,
Branch,014037-KK LAMONGAN RAYA BABAT,KKLAMONRA7,
Branch,014038-KCP SURABAYA PASAR ATUM,KCPSBYATUM,
Branch,014039-KCP BANGKALAN,KKLAMONRA9,
Branch,014041-KCP SURABAYA ITS,SBYITS,
Branch,014042-KCP SAMPANG WAHID HASYIM,KCPSMPGWHS,
Branch,014043-KK SURABAYA MERR,KCPSBYMERR,
Branch,014071-KCP PAMEKASAN WARU,KCPAMEWARU,
Branch,014072-KCP SAMPANG SUKOBANAH,KCPSAMSUKO,
Branch,014074-KCP SUMENEP PRAGAAN,KCPSUMEPRA,
Branch,014075-KCP LAMONGAN BABAT,KCPLAMOBBT,
Branch,014076-KCP LAMONGAN BRONDONG,KCPLAMOBRO,
Branch,014077-KCP SURABAYA RENGEL,KCPSBYRENG,
Branch,014078-KCP SUMBERREJO,KCPSUMBERR,
Branch,014079-KCP GRESIK SEDAYU,KCPGRESIKS,
Branch,014080-KCP BOJONEGORO KALITIDU,KCPBOJONEK,
Branch,014081-KCP GRESIK BALUNGPANGGANG,KCPGRESIKB,
Branch,014082-KCP PADANGAN BOJONEGORO (POS),KCPPADABOJ,
Branch,014083-KCP LAMONGAN SUKODADI,KCPLAMOSUK,
Branch,014084-KCP SURABAYA BENOWO,KCPSBYBENO,
Branch,014085-KCP JATIROGO,KCPJATIROG,
Branch,014086-KCP BOJONEGORO VETERAN,KCPBOJOVET,
Branch,014087-KCP GRESIK PASAR KOTA,KCPGRESPSR,
Branch,014088-KCP LAMONGAN SUNAN DRAJAD,KCPLAMOSUN,
Branch,014089-KCP BOJONEGORO KEDUNGADEM,KCPBOJOKED,
Branch,014090-KCP SAMPANG,SAMPANG,
Branch,014091-KCP BANGKALAN KAMAL,BANGKALKAM,
Branch,014092-KCP PAMEKASAN KOTA,PAMEKASKOT,
Branch,014095-KCP SURABAYA KEBALEN,KCPSBYKEBA,
Branch,014099-KCP BANGKALAN TANJUNG BUMI,KCPBANGTAN,
Branch,014100-KC SURABAYA GENTENG KALI,SBYGENTENG,
Branch,014101-KCP SURABAYA SUNGKONO,SBYSUNKONO,
Branch,014102-KK SURABAYA BANDARA JUANDA,SBYJUANDA,
Branch,014103-DO NOT USE,SBYRUNGKUT,
Branch,014104-KCP SURABAYA RUNGKUT MEGAH RAYA,SBYRUNGMGH,
Branch,014105-KCP SURABAYA MULYOSARI,SBYMULYOSR,
Branch,014106-KCP SURABAYA DARMO PARK,SBYDARMOPK,
Branch,014107-KCP SURABAYA DARMO PERMAI,SBYDARMORM,
Branch,014108-KCP SIDOARJO,SDAIDR,
Branch,014109-KK SURABAYA KUPANG JAYA,SBYKNGJAYA,
Branch,014110-KK SIDOARJO PAHLAWAN,SDAPAHLAWA,
Branch,014111-KCP PAMEKASAN,PMKIDR,
Branch,014112-KK SURABAYA PUCANG ANOM,SBYPUCANGA,
Branch,014113-KK SURABAYA DARMO INDAH,SBYDARMOIN,
Branch,014114-KCP SIDOARJO CANDI,SDAPORONG,
Branch,014115-KK SIDOARJO GATEWAY,SDAGATEWAY,
Branch,014116-KCP SURABAYA PAKUWON,SBYPAKUWON,
Branch,014117-KK SIDOARJO SEPANJANG,SDASEPANJA,
Branch,014118-KK SURABAYA KENJERAN,SBYKENJERA,
Branch,014119-KK SURABAYA UNAIR,SBYUNAIR,
Branch,014120-KCP SUMENEP,SUMENEP,
Branch,014121-KK SURABAYA PASAR ATOM,SBYPASARAT,
Branch,014122-KK SIDOARJO KRIAN,SDAKRIAN,
Branch,014123-KC BANGKALAN,KCBANGKALA,
Branch,014124-KC SURABAYA RUNGKUT MADYA,SURABAYARU,
Branch,014125-KCP SURABAYA TEMBOK DUKUH,KKSBYSUCOF,
Branch,014126-KK SURABAYA INDOSAT,KKSBYINDST,
Branch,014127-KK SURABAYA BALIWERTI,KKSBYBALIW,
Branch,014128-KK SIDOARJO SEDATI,KKSIDOSEDA,
Branch,014129-KK SURABAYA ITS,KKSBYITS,
Branch,014130-KK SURABAYA RS UNAIR,KKSBYUNAIR,
Branch,014131-KCP SAMPANG WAHID HASYIM,KCPSAMPWAH,
Branch,014132-KK SIDOARJO GEDANGAN,KKSIDOAGED,
Branch,014133-KCP SURABAYA KETINTANG,KKSBYUNAI3,
Branch,014134-KCP SURABAYA WIYUNG,SBYWIYU,
Branch,014135-KCP SURABAYA MANANGGAL,KCPSBYMANA,
Branch,014136-KCP SURABAYA CITRA RAYA G-WALK,KCPSBYGWAL,
Branch,014137-KCP SURABAYA MARGOMULYO,KCPSBYMARG,
Branch,014139-KCP SURABAYA ROYAL SQUARE,SBYROYSQ,
Branch,014141-KCP SURABAYA MANUKAN,SBYMANUK,
Branch,014142-KCP SURABAYA PAKUWON MAL,SBYPAKU,
Branch,014143-KC SURABAYA PAHLAWAN,SBYPAHLAWN,
Branch,014144-KK SURABAYA UNIKA WIDYA MANDALA,KCPSBYUNIK,
Branch,014145-KCP SBY PASAR TURI,SBYPASTURI,
Branch,014148-KCP SURABAYA LIDAH WETAN,KCPSBYLIDA,
Branch,014176-KK SAMPANG,KCPSAMPANG,
Branch,014177-KCP SIDOARJO TULANGAN (POS),KCPSIDOTUL,
Branch,014178-KCP SIDOARJO WARU TROPODO,KCPSIDOWAR,
Branch,014179-KCP SIDOARJO KOTA,KCPSIDOKOT,
Branch,014180-KCP BANGKALAN KAMAL,KCPBANGKAM,
Branch,014181-KCP PAMEKASAN KOTA,KCPPAMEKOT,
Branch,014182-KCP SUMENEP GAPURA,KCPSUMEGAP,
Branch,014183-KCP SIDOARJO SUKODONO,KCPSIDOSUK,
Branch,014184-KCP SIDOARJO SEPANJANG KOTA,KCPSIDOSEP,
Branch,014186-KCP SIDOARJO PASAR PORONG,KCPSIDOPSP,
Branch,014200-KC SURABAYA BASUKI RAHMAT,SBYBASKRHM,
Branch,014201-KCP SURABAYA DARMO RAYA,SBYDARMORY,
Branch,014202-KCP SURABAYA TUNJUNGAN PLAZA,SBYSWANDYN,
Branch,014203-KCP SURABAYA GUBENG,SBYGUBENG,
Branch,014204-KCP SURABAYA PONDOK CHANDRA,SBYPDKCHAN,
Branch,014205-KCP SURABAYA PDAM,SBYPDAM,
Branch,014206-KCP SURABAYA PEMUDA,SBYPEMUDA,
Branch,014207-KCP SURABAYA DIPONEGORO,SBYDIPONEG,
Branch,014208-KCP SURABAYA BRATANG BINANGUN,SBYBRATANG,
Branch,014209-KCP MOJOKERTO,MJKIDR,
Branch,014210-KK SURABAYA TELKOM KETINTANG,SBYTLKKETI,
Branch,014211-KCP SURABAYA WIYUNG,SBYWIYUNG,
Branch,014212-KK SBY JEMURSARI,SBYJMSIDR,
Branch,014213-KK SURABAYA MENAGGAL,SBYMGLIDR,
Branch,014214-KK SBY MENAGGAL,SBYKLMIDR,
Branch,014215-KCP SURABAYA RSPAL DR. RAMELAN,SBYDRMTRDC,
Branch,014216-KCP MOJOSARI,MOJOSARI,
Branch,014217-KCP SURABAYA CITRA RAYA G WALK,SBYCITRYGW,
Branch,014218-KK SURABAYA MARGO MULYO,KKSBYMARMU,
Branch,014219-KK SURABAYA DHARMAHUSADA,KKSBYDHARA,
Branch,014220-KK SURABAYA PAKUWON CITY,KKSBYPKWCI,
Branch,014221-KCP SURABAYA KERTAJAYA,SBYKERTAJY,
Branch,014222-KK SURABAYA TIDAR,KKSBYTIDAR,
Branch,014223-KK SURABAYA PLN,KKSBYPLN,
Branch,014224-KK SURABAYA ROYAL SQUARE,KSBRSQUARE,
Branch,014225-KK SURABAYA GRAHA PENA,KKSBYPENA,
Branch,014226-KK SURABAYA MANUKAN,KKSURABMAN,
Branch,014227-KK MOJOKERTO NGORO,KKMOJOKNGO,
Branch,014228-KK SURABAYA PAKUWON MAL,KKSURABPAK,
Branch,014231-KCP JOMBANG,JBGIDR,
Branch,014232-KCP SURABAYA INDRAGIRI,KCPSBYGIRI,
Branch,014233-KCP SURABAYA KUSUMA BANGSA,KCPSBYKUSB,
Branch,014234-KCP SURABAYA MARGOREJO,SBYMARGEJO,
Branch,014235-KCP SURABAYA KAPAS KRAMPUNG,KCPSBYKRAM,
Branch,014236-KCP SURABAYA KEDUNGDORO,KCPSBYKEDU,
Branch,014238-KCP SURABAYA RUNGKUT,KCPSBYRNGK,
Branch,014239-KCP SURABAYA RUNGKUT MEGAH RAYA,SBYRKTMEG,
Branch,014240-KCP SURABAYA PUCANG ANOM,SBYPUCANOM,
Branch,014241-KCP SURABAYA UNIVERSITAS AIRLANG,KCPSBYUNAI,
Branch,014242-KCP SURABAYA RUNGKUT MADYA,SBYRKTMAD,
Branch,014243-KCP SURABAYA RS UNAIR,SBYRSUNAIR,
Branch,014244-KCP SURABAYA NGAGEL,KCPSBYNGA4,
Branch,014245-KCP SURABAYA NGAGEL,KCPSBYNGAG,
Branch,014246-KCP SURABAYA ROYAL PLAZA,KCPSBYPLAZ,
Branch,014247-KK SURABAYA WTC MALL (CT),KCPSBYWTCM,
Branch,014275-KCP SURABAYA MENGANTI,KCPSBYANTI,
Branch,014276-KCP SURABAYA MOJOAGUNG,KCPSBYMOJO,
Branch,014277-KCP MOJOKERTO JETIS,KCPSBYNROR,
Branch,014278-KCP MOJOKERTO GONDANG,KCPMOJOGON,
Branch,014279-KCP JOMBANG PETERONGAN,KCPJOMBANG,
Branch,014280-KCP JOMBANG PLOSO,KCPPLOSJOM,
Branch,014281-KCP MOJOSARI GAJAH MADA,KCPMOJOAIR,
Branch,014282-KCP MOJOKERTO TANJUNG,KCPMOJOTAN,
Branch,014283-KCP MOJOKERTO BANGSAL,KCPMOJBANG,
Branch,014284-KCP JOMBANG AHMAD YANI,KCPJOMYANI,
Branch,014285-KCP SURABAYA BANYU URIP,KCPSBYBANY,
Branch,014300-KC JEMBER ALUN-ALUN,JBRALUN2,
Branch,014301-KCP JEMBER SUTAN AGUNG,JBRAYANI,
Branch,014302-KCP JEMBER WIJAYA KUSUMA,JBRWIJAYAK,
Branch,014303-KCP GENTENG,GENIDR,
Branch,014304-KCP LUMAJANG,LMJIDR,
Branch,014305-KC PROBOLINGGO,PBLIDR,
Branch,014306-KC SITUBONDO,SITIDR,
Branch,014307-KC BANYUWANGI,BWIIDR,
Branch,014308-KK PROBOLINGGO KRAKSAAN,PROBOKRAKS,
Branch,014309-KK BANYUWANGI ROGOJAMPI,BWIROGOJAM,
Branch,014310-KC JEMBER TANGGUL,JEMBERTANG,
Branch,014311-KK BONDOWOSO,BDWIDR,
Branch,014312-KK JEMBER AMBULU,JBRAMBULU,
Branch,014313-KK MUNCAR,KKMUNCAR,
Branch,014314-KCP BALUNG,KCPBALUNG,
Branch,014315-KCP BANYUWANGI PESANGGARAN,KCPBANYPES,
Branch,014316-KCP RAMBIPUJI,KCPRAMBIPU,
Branch,014317-KCP UNIVERSITAS JEMBER,KCPUNJEMBE,
Branch,014318-KCP PROBOLINGGO GATOT SUBROTO,KKPROSUDIR,
Branch,014319-KCP BANYUWANGI AHMAD YANI,KCPBANYANI,
Branch,014320-KK LUMAJANG A. YANI,KKLUMAYANI,
Branch,014354-KCP BONDOWOSO TAMANAN,BONDOTAM,
Branch,014355-KCP BANYUWANGI WONGSOREJO,KCPBANYWON,
Branch,014356-KCP BONDOWOSO CERMEE,KCPBONDCER,
Branch,014357-KCP BANYUWANGI GENTENG,KCPBANYGEN,
Branch,014358-KCP BANYUWANGI SUMBERAYU,KCPBANYSUM,
Branch,014359-KCP BANYUWANGI BANGOREJO,KCPBANYBAN,
Branch,014360-KCP BANYUWANGI KOTA,KCPBANYKOT,
Branch,014361-KCP JEMBER SUKORAMBI,KCPJESUKOR,
Branch,014362-KCP JEMBER UMBULSARI,KCPJEMBUM,
Branch,014363-KCP PROBOLINGGO KOTA,KCPPROKOTA,
Branch,014364-KCP LUMAJANG SUKODONO,KCPLUMSUKO,
Branch,014365-KCP PROBOLINGGO BESUK,KCPPROBESU,
Branch,014366-KCP JEMBER KEBONSARI,KCPJEMKEBO,
Branch,014367-KCP SITUBONDO KOTA,KCPSITUKOT,
Branch,014368-KCP ROGOJAMPI KOTA,KCPROGOKOT,
Branch,014369-KCP BONDOWOSO KOTA,KCPBONKOTA,
Branch,014370-KCP PROBOLINGGO DRINGU,KCPPRODRIN,
Branch,014371-KCP PASURUAN NGULING,KCPPASNGUL,
Branch,014374-KCP WULUHAN (POS),KCPWULUHAN,
Branch,014375-KCP LUMAJANG PASIRIAN,KCPLUMAJAN,
Branch,014376-KCP MARON,KCPMARON,
Branch,014377-KCP BANYUWANGI JAJAG,KCPJEMBERA,
Branch,014378-KCP BANYUWANGI PURWOHARJO,KCPBANYUPU,
Branch,014379-KCP JEMBER KALISAT,KCPJEMBERK,
Branch,014380-KCP JEMBER BALUNG,KCPJEMBERB,
Branch,014381-KCP JEMBER RAMBIPUJI,KCJEMBERAM,
Branch,014382-KCP SITUBONDO BESUKI,KCPSITUBES,
Branch,014383-KCP JEMBER KENCONG,KCPJEMBERO,
Branch,014384-KCP PROBOLINGGO SUKAPURA,KCPROBOSUA,
Branch,014385-KCP PROBOLINGGO LECES,KCPROBOLEC,
Branch,014386-KCP SITUBONDO ASEMBAGUS,KCPSIESEM,
Branch,014387-KCP BONDOWOSO MAESAN,KCPBONMAES,
Branch,014388-KCP JEMBER SUKOWONO,KCPJEMSUKO,
Branch,014389-KCP JEMBER MAYANG,KCPJEMBAYA,
Branch,014390-KCP SEMPU,KCPSEMPU,
Branch,014391-KCP BANYUWANGI SRONO,KCPBANYSRO,
Branch,014392-KCP GLENMOR,KCPGLENMOR,
Branch,014393-KCP BONDOWOSO WONOSARI,KCPBONWONO,
Branch,014394-KCP BONDOWOSO PRAJEKAN,KCPBONPRAJ,
Branch,014395-KCP JENGGAWAH,KCPJENGGAW,
Branch,014396-KCP BANGSALSARI,KCPBANGSAL,
Branch,014397-KCP PUGER,KCPPUGER,
Branch,014398-KCP LUMAJANG YOSOWILANGUN,KCPLUMAYOS,
Branch,014399-KCP PROBOLINGGO PAITON,KCPPROPAIT,
Branch,014400-KC MALANG WAHID HASYIM,MLGWAHIDHS,
Branch,014401-KCP MALANG MERDEKA,MLGMERDEKA,
Branch,014402-KCP MALANG SUPRAPTO,MLGSUPRAPT,
Branch,014403-KCP BATU,BTUIDR,
Branch,014404-KCP PASURUAN,PSRIDR,
Branch,014405-KC KEDIRI,KDRIDR,
Branch,014406-KC MADIUN,MDIIDR,
Branch,014407-KC TULUNG AGUNG,TLGIDR,
Branch,014408-KCP MALANG SOEKARNO HATTA,MLGGRIYASH,
Branch,014409-KK MALANG AHMAD YANI,SBYAYNIDR,
Branch,014410-KCP MALANG TUMENGGUNG SURYO,KCPMLGSURY,
Branch,014411-KCP MALANG DAMPIT,MLGDAMPIT,
Branch,014412-KK MALANG MT HARYONO,MLGMTHARYO,
Branch,014413-KC KEDIRI JOYOBOYO,KDRJYBYIDR,
Branch,014414-KC MALANG UNIVERSITAS BRAWIJAYA,KCMALANGUN,
Branch,014415-KCP NGANJUK,NGANJUK,
Branch,014416-KC BANGIL,BANGILIDR,
Branch,014417-KC MADIUN SUDIRMAN,KCMADIUNSU,
Branch,014418-KC MALANG SAWOJAJAR,KCMALANGSA,
Branch,014419-KK NGAWI,KKNGAWI,
Branch,014420-KK TRENGGALEK,KKTRENGLEK,
Branch,014421-KK PANDAAN,SBYPANIDR,
Branch,014422-KK MALANG GALUNGGUNG,KKMALANGGA,
Branch,014423-KK MALANG SUTAN SYAHRIR,KCPMLGSUTA,
Branch,014424-KK MALANG SINGOSARI,KKMALANGSI,
Branch,014425-KCP MALANG SUTOYO,KCPMLNGSUT,
Branch,014426-KK MALANG SUKUN,KKMLNGSUKN,
Branch,014428-KCP MALANG SUMBERPUCUNG,KCPMALSUMB,
Branch,014431-KK PARE,SBYPARIDR,
Branch,014432-KCP MALANG PASAR BESAR,KCPMALPASB,
Branch,014433-KCP MALANG BOROBUDUR,KCPMALBOR,
Branch,014434-KCP MALANG TLOGOMAS,KCPMALTLOG,
Branch,014450-KCP MALANG SUMBERMANJING WETAN,KCPMALWETA,
Branch,014451-KK KEPANJEN,KPNIDR,
Branch,014455-KCP MALANG MADYOPURO,KCPMALMADY,
Branch,014456-KCP MALANG DONOMULYO,KCPMALDONO,
Branch,014457-KCP MALANG GADANG,KCPMALGADA,
Branch,014458-KCP MALANG PAKIS,KCPMALPAKI,
Branch,014459-KCP MALANG DAU,KCPMALDAU,
Branch,014460-KCP BATU KOTA,KCPBATKOTA,
Branch,014461-KK LAWANG,SBYLWGIDR,
Branch,014463-KCP PONOROGO,PONIDR,
Branch,014465-KCP PASURUAN BANGIL,KCPPASBANG,
Branch,014466-KCP PASURUAN NONGKOJAJAR,KCPNONGPOS,
Branch,014467-KCP PRIGEN (POS),KCPPRIGEN,
Branch,014468-KCP MALANG KARANGPLOSO,KCPMALKARA,
Branch,014469-KCP MALANG SUMBERPUCUNG A. YANI,KCPMALAYAN,
Branch,014470-KCP PASURUAN WARUNGDOWO,KCPPASKODY,
Branch,014471-KCP BLITAR,BLIIDR,
Branch,014472-KCP PASURUAN PURWOSARI,KCPPURWOSA,
Branch,014475-KCP WLINGI,KCPWLINGI,
Branch,014476-KCP MALANG WATES,KCPMLGWATE,
Branch,014477-KCP MALANG WARUJAYENG,KCPMLGWARU,
Branch,014479-KCP TULUNGAGUNG NGUNUT,KCPTULUNGU,
Branch,014480-KCP MALANG TUREN,KCPMLGTURE,
Branch,014481-KCP MALANG TUMPANG,KCPMLGTUMP,
Branch,014482-KCP MALANG BULULAWANG,KCPMLGBULU,
Branch,014483-KCP MADIUN CARUBAN,KCPMDNCARU,
Branch,014484-KCP MAGETAN,KCPMAGETAN,
Branch,014485-KCP TULUNGAGUNG BANDUNG,KCPTULUNGA,
Branch,014486-KCP BLITAR KANIGORO,KCPBLITARI,
Branch,014487-KCP NGAWI JOGOROGO,KCPNGAWIJO,
Branch,014489-KCP MALANG NGANTANG,KCPMALNGAN,
Branch,014494-KCP PASURUAN REJOSO,KCPPASREJO,
Branch,014495-KCP PASURUAN WONOREJO,KCPPASWONO,
Branch,014496-KCP MALANG BANTUR,KCPMALBANT,
Branch,014497-KCP MALANG GONDANGLEGI (KONVERSI,KCPMALGOND,
Branch,014498-KCP MALANG PAKISAJI (POS),KCPMALSAJI,
Branch,014499-KCP MALANG PUJON,KCPMALPUJO,
Branch,014500-KC DENPASAR VETERAN,DPSVETERAN,
Branch,014501-KCP DENPASAR GAJAH MADA,DPSGJHMADA,
Branch,014502-KCP DENPASAR UDAYANA,DPSUDAYANA,
Branch,014503-KCP DENPASAR TEUKU UMAR,DPSTEKUMAR,
Branch,014504-KC MATARAMAN CAKRANEGARA,MTRCAKRANE,
Branch,014505-KCP MATARAM AA GDE NGURAH,MTRAAGDENG,
Branch,014506-KC KUPANG URIP SUMOHARJO,KPGURIPSUM,
Branch,014507-KCP KUPANG M HATTA,KPGMHATTA,
Branch,014508-KCP KUTA RAYA,KUTRAYA,
Branch,014509-KCP NUSA DUA,NDAIDR,
Branch,014510-KCP UBUD,UBDIDR,
Branch,014511-KCP SINGARAJA,SNRIDR,
Branch,014512-KK KUTA DISCOVERY MALL,DPSKUTADIS,
Branch,014513-DO NOT USE,TNNIDR,
Branch,014514-KCP LEGIAN,LGIIDR,
Branch,014515-KK DENPASAR BANDARA NGURAH RAI,DPSBNDNGRA,
Branch,014516-KCP PELABUHAN BENOA,DPSPLBENOA,
Branch,014517-KCP DENPASAR RENON,DPSMERDEKA,
Branch,014518-KCP DENPASAR PASAR KUMBASARI,DPSPSRKUMB,
Branch,014519-KCP DENPASAR GATOT SUBROTO,DPSGTSUBRO,
Branch,014520-KCP GIANYAR CELUK,GINSUKOWAT,
Branch,014521-KCP SINGARAJA SERIRIT,SNRSERIRIT,
Branch,014522-DO NOT USE,ATBIDR,
Branch,014523-KCP GIANYAR NGURAH RAI,GINNGUHRAI,
Branch,014524-KC SUMBAWA BESAR,SMBWBSRIDR,
Branch,014526-KC DENPASAR KROBOKAN,DENPSARKRO,
Branch,014527-KC TABANAN KOTA,KCTABANANK,
Branch,014528-KCP AMLAPURA,KCPAMLAPUR,
Branch,014529-DO NOT USE,KKJIMBARAN,
Branch,014530-KK DENPASAR DALUNG,KKDENPASAR,
Branch,014531-KCP DENPASAR SANUR,DPSSANUR,
Branch,014532-KCP DENPASAR KLUNGKUNG,KCPDENKLUN,
Branch,014533-KK DENPASAR SUNSET ROAD,KKDENSUNRO,
Branch,014534-KCP DENPASAR IMAM BONJOL,KKDENIMAMB,
Branch,014535-DO NOT USE,KKDENJEMBR,
Branch,014536-KCP DENPASAR SESETAN RAYA,KCPDENSERA,
Branch,014537-KCP DENPASAR WR SUPRATMAN,KCPDEPWRSU,
Branch,014539-KCP DENPASAR MAHENDRADATA,KKDENMAHEN,
Branch,014540-KCP DENPASAR GATOT SUBROTO BARAT,KCPDENGATO,
Branch,014575-KCP MMU DENPASAR SESETAN,KCPMMUDESE,
Branch,014577-KCP DENPASAR KESIMAN,KCPDENKESI,
Branch,014578-KCP DENPASAR TONJA,KCPDENTONJ,
Branch,014580-KCP AMLAPURA GATOT SUBROTO,KCPAMLAGAT,
Branch,014581-KCP RENDANG,KCPRENDANG,
Branch,014582-KCP SEMARAPURA,KCPSEMARAP,
Branch,014585-KCP BLAHBATUH,KCPBLAHBAT,
Branch,014587-KCP SINGARAJA WR SUPRATMAN,KCPSINGRAJ,
Branch,014588-KCP AMLAPURA GATOT SUBROTO,KCPAMLAGA8,
Branch,014600-KC PONTIANAK DIPONEGORO,PTKDIPONEG,
Branch,014601-KCP PONTIANAK NGURAH RAI,PTKNGURAHR,
Branch,014602-KCP PONTIANAK TANJUNGPURA,PTKTJPURA,
Branch,014603-KC SAMBAS,SBSIDR,
Branch,014604-KC SINGKAWANG,SKWIDR,
Branch,014605-KCP PONTIANAK SIDAS,PTKSIDAS,
Branch,014606-KCP KETAPANG,KTPIDR,
Branch,014607-KCP SINTANG,STGIDR,
Branch,014608-KCP SANGGAU,KCPSANGGAU,
Branch,014609-KCP SUNGAI PINYUH,KCPSUNGAIP,
Branch,014610-KC PONTIANAK SIANTAN,KCPONTIANA,
Branch,014611-KCP SANGGAU TAYAN HILIR (DH TAYA,KCPTYNHILR,
Branch,014612-KK SOSOK,KKSOSOK,
Branch,014613-KCP PONTIANAK GAJAH MADA,KCPPONGAMA,
Branch,014614-KCP PONTIANAK HRA RAHMAN,KCPPONHRAR,
Branch,014615-KCP KUBU RAYA,KCPKUBURAY,
Branch,014620-KCP PONTIANAK ACHMAD YANI,KCPONTIAHY,
Branch,014621-KK PONTIANAK RS SANTO ANTONIUS,PTKSANTOAN,
Branch,014622-KC ARUK,KCARUK,
Branch,014675-KCP PONTIANAK PUTUSSIBAU,KCPPONTIPU,
Branch,014676-KCP NGABANG,KCPNGABANG,
Branch,014677-KCP PEMANGKAT,KCPPEMANGA,
Branch,014678-KCP PONTIANAK SEKADAU,KCPONTISEK,
Branch,014679-KCP PONTIANAK NANGA PINOH,KCPONANGA,
Branch,014680-KCP MEMPAWAH,KCPMEMPAWA,
Branch,014681-KCP PONTIANAK SUNGAI RAYA,KCPONTSURA,
Branch,014682-KCP PONTIANAK JERUJU,KCPONTIJER,
Branch,014683-KCP SINTANG TANJUNG PURI,KCPSINTPUR,
Branch,014684-KCP SINGKAWANG PASAR SAKOK,KCPSINGPSR,
Branch,014685-KCP BALAI KARANGAN,KCPBALAKAR,
Branch,014686-KCP BENGKAYANG,KCPBENGKAY,
Branch,014693-KC PONTIANAK DIPONEGORO,PTKDIPON93,
Branch,014694-KC PONTIANAK DIPONEGORO,PTKDIPON94,
Branch,014701-(DO NOT USE XXX),BJMUDRAIDR,
Branch,014706-(DO NOT USE XXX),KKPIDRXXX,
Branch,014800-KC SAMARINDA MULAWARMAN,SMRMULAWAR,
Branch,014801-KCP SAMARINDA KESUMA BANGSA,SMRKESUMAB,
Branch,014802-KCP SAMARINDA SUDIRMAN,SMRSUDIRMA,
Branch,014803-KC TARAKAN YOS SUDARSO,TRKYOSSUDA,
Branch,014804-KCP LHOKTUAN,LTNIDR,
Branch,014805-KC BONTANG,BONTANGIDR,
Branch,014806-KK TARAKAN SIMPANG TIGA,TRKSIMPANG,
Branch,014807-KCP SAMARINDA IRIAN,SMRIRIAN,
Branch,014808-KCP TANJUNGREDEB,TNRIDR,
Branch,014809-KK SANGATTA,KALSAGIDR,
Branch,014810-KCP SAMARINDA A YANI,SMRAYANI,
Branch,014811-KCP TENGGARONG,TRGIDR,
Branch,014812-KCP BONTANG AHMAD YANI,BOTAYANI,
Branch,014813-KC NUNUKAN,KCNUNUKAN,
Branch,014814-KCP SAMARINDA SEBERANG,KCPSAMARE,
Branch,014815-KK SAMARINDA SEMPAJA,KKSAMARSEM,
Branch,014816-KCP SAMARINDA ALAYA,KCPSAMALAY,
Branch,014817-KK SAMARINDA JUANDA,KKSAMJUAND,
Branch,014818-KCP SAMARINDA SEGIRI,KCPSAMSEGI,
Branch,014821-KK PULAU BUNYU,KALBUNIDR,
Branch,014822-KK MALINAU,KKMALINAU,
Branch,014823-KCP TANJUNG SELOR,KCPTANSELO,
Branch,014824-KCP SAMARINDA BIG MALL,KCPSMRNDBM,
Branch,014875-KCP SAMARINDA LOA KULU,KCPSAMALOA,
Branch,014876-KCP SAMARINDA TANJUNG SELOR,KCPSAMATEL,
Branch,014877-KCP SAMARINDA PALARAN,KCPSAMAPAL,
Branch,014878-KCP SAMARINDA SAMBOJA,KCPSAMASAM,
Branch,014879-KCP SAMARINDA SENDAWAR,KCPSAMSEN,
Branch,014880-KCP SAMARINDA ANTASARI,KCPSAMANTA,
Branch,014881-KCP TANJUNG REDEB GATOT SUBROTO,KCPTANJRED,
Branch,014882-KCP ANGGANA,KCPANGGANA,
Branch,014883-KCP BONTANG KATAMSO,KCPBONTKAT,
Branch,014884-KCP LOA JANAN,KCPLOAJANA,
Branch,014885-KCP LEMPAKE (POS),KCPLEMPAKE,
Branch,014900-KC BALIKPAPAN AHMAD YANI,BPPAYANI,
Branch,014901-KCP BALIKPAPAN SUPRAPTO,BPPSUPRAPT,
Branch,014902-KCP BALIKPAPAN KLANDASAN,BPPKLDASAN,
Branch,014903-KCP BALIKPAPAN SUDIRMAN,BPPSUDIRMN,
Branch,014904-KC TANAH GROGOT,KCTANAHGRO,
Branch,014905-KK BALIKPAPAN BARU,BPPBARUIDR,
